day,month,year,mintp,mxntp,p,evp,,,,,,,,,
23,5,1998,14.87,24.46,0.02,4.7,,,,,,,,,
24,5,1998,14.01,27.05,0.01,5.7,,,,,,,,,
25,5,1998,16.36,26.62,1.05,4.8,,,,,,,,,
26,5,1998,15.93,22.85,5.53,4.2,,,,,,,,,
27,5,1998,14.75,24.7,0.28,5.1,,,,,,,,,
28,5,1998,14.87,28.78,0.33,6.8,,,,,,,,,
29,5,1998,17.77,28.83,9.27,5.8,,,,,,,,,
30,5,1998,16.39,26.13,0.06,5.3,,,,,,,,,
31,5,1998,15.96,28.91,1.32,6.2,,,,,,,,,
1,6,1998,16.98,29.22,0.25,7,,,,,,,,,
2,6,1998,18.55,33.26,0,8.3,,,,,,,,,
3,6,1998,20.7,34.34,0,8.6,,,,,,,,,
4,6,1998,20.71,33.1,0.42,7.9,,,,,,,,,
5,6,1998,21.27,29.43,1.06,6.7,,,,,,,,,
6,6,1998,21.31,32,0.01,7.1,,,,,,,,,
7,6,1998,19.71,26.24,0.76,5.1,,,,,,,,,
8,6,1998,18.3,27.74,0.53,5.6,,,,,,,,,
9,6,1998,18.02,27.77,0.44,5.4,,,,,,,,,
10,6,1998,17.72,26.73,0,5.4,,,,,,,,,
11,6,1998,16.48,28.79,0,5.4,,,,,,,,,
12,6,1998,18.45,32.82,0,7.6,,,,,,,,,
13,6,1998,16.78,24.9,0.01,5.1,,,,,,,,,
14,6,1998,15.82,24.36,0,5.4,,,,,,,,,
15,6,1998,14.29,28.72,0.01,5.8,,,,,,,,,
16,6,1998,19.16,29.58,0.06,6.1,,,,,,,,,
17,6,1998,19.87,28.29,0.55,6.2,,,,,,,,,
18,6,1998,17.5,26.21,0,5.6,,,,,,,,,
19,6,1998,15.98,25.56,0,5.6,,,,,,,,,
20,6,1998,15.64,27.14,0,5.5,,,,,,,,,
21,6,1998,16.79,27.91,0,5.5,,,,,,,,,
22,6,1998,17.09,30.51,0,6.8,,,,,,,,,
23,6,1998,18.4,32.62,0,7.3,,,,,,,,,
24,6,1998,19.3,34.42,0,7.9,,,,,,,,,
25,6,1998,21.29,34.3,0.43,7.3,,,,,,,,,
26,6,1998,21.89,35.57,0,7.7,,,,,,,,,
27,6,1998,20.03,34.65,0,6.4,,,,,,,,,
28,6,1998,22.17,38.15,0.01,8.2,,,,,,,,,
29,6,1998,25.15,38.83,0.03,8.6,,,,,,,,,
30,6,1998,26.21,41.32,2.3,9.2,,,,,,,,,
1,7,1998,27.05,41.83,0,9.3,,,,,,,,,
2,7,1998,26.53,43.17,0,9.7,,,,,,,,,
3,7,1998,25.02,42.07,0.01,8.1,,,,,,,,,
4,7,1998,24.08,38.86,0,6.7,,,,,,,,,
5,7,1998,22.65,32.75,0,6.5,,,,,,,,,
6,7,1998,20.91,30.99,0,6.3,,,,,,,,,
7,7,1998,19.74,31.95,0,5.9,,,,,,,,,
8,7,1998,20.22,39.82,0,8.6,,,,,,,,,
9,7,1998,21.47,29.4,0,5.7,,,,,,,,,
10,7,1998,20.62,28.04,0,5.7,,,,,,,,,
11,7,1998,18.74,29.72,0,5.3,,,,,,,,,
12,7,1998,19.74,32.42,0,6.3,,,,,,,,,
13,7,1998,20.72,32.95,0,6.5,,,,,,,,,
14,7,1998,21.83,35.9,0,7.3,,,,,,,,,
15,7,1998,23.5,36.39,0,6.4,,,,,,,,,
16,7,1998,21.7,29.93,0,6.1,,,,,,,,,
17,7,1998,19.99,28.91,0,5.8,,,,,,,,,
18,7,1998,18.61,31.9,0,6.2,,,,,,,,,
19,7,1998,18.85,34.3,0,6.6,,,,,,,,,
20,7,1998,21.6,33.96,0,6.8,,,,,,,,,
21,7,1998,21.09,34.27,0,7.1,,,,,,,,,
22,7,1998,22.22,35.81,0,7.4,,,,,,,,,
23,7,1998,22.16,34.51,0,5.6,,,,,,,,,
24,7,1998,22.22,32.29,0,6.1,,,,,,,,,
25,7,1998,21.39,32.93,0,6.5,,,,,,,,,
26,7,1998,21.05,34.76,0,6.8,,,,,,,,,
27,7,1998,21.93,36.75,0,7.7,,,,,,,,,
28,7,1998,23.43,39.54,0,8.5,,,,,,,,,
29,7,1998,24.06,34.19,0.01,7,,,,,,,,,
30,7,1998,22.28,30.72,0,5.5,,,,,,,,,
31,7,1998,21.08,31.88,0,5.9,,,,,,,,,
1,8,1998,20.95,34.86,0,5.6,,,,,,,,,
2,8,1998,22.03,36.49,0,7.6,,,,,,,,,
3,8,1998,23.86,36.47,0,7.3,,,,,,,,,
4,8,1998,23.51,37.56,0,7.9,,,,,,,,,
5,8,1998,21.36,29.86,0.02,5.7,,,,,,,,,
6,8,1998,20.76,27.81,2.26,4.6,,,,,,,,,
7,8,1998,20.52,27.08,7.68,4.7,,,,,,,,,
8,8,1998,22.08,28.45,12.87,4.7,,,,,,,,,
9,8,1998,21.87,28.42,6.09,4.4,,,,,,,,,
10,8,1998,21.25,31.13,0,5.1,,,,,,,,,
11,8,1998,21.72,32.35,0,5.6,,,,,,,,,
12,8,1998,22.12,33.61,0,5.9,,,,,,,,,
13,8,1998,21.02,33.5,0,6.6,,,,,,,,,
14,8,1998,21.33,34.6,0,6.1,,,,,,,,,
15,8,1998,22.76,35.83,0.03,6.4,,,,,,,,,
16,8,1998,23.95,38.19,0,7.9,,,,,,,,,
17,8,1998,23.93,35.23,0,5.6,,,,,,,,,
18,8,1998,24.54,36.92,0,7,,,,,,,,,
19,8,1998,23.82,34.33,0,6.5,,,,,,,,,
20,8,1998,25.35,36.08,0,6.8,,,,,,,,,
21,8,1998,24.35,35.28,0.19,6.2,,,,,,,,,
22,8,1998,23.39,32.01,0.08,5.7,,,,,,,,,
23,8,1998,21.74,31.79,0,5.5,,,,,,,,,
24,8,1998,21.56,32.11,0,5.7,,,,,,,,,
25,8,1998,21.71,33.02,0,6,,,,,,,,,
26,8,1998,21.99,31.99,0,5.6,,,,,,,,,
27,8,1998,20.74,31.34,0,5.4,,,,,,,,,
28,8,1998,20.05,36.97,0,6.7,,,,,,,,,
29,8,1998,22.79,31.27,0,5.4,,,,,,,,,
30,8,1998,21.27,29.8,0,5,,,,,,,,,
31,8,1998,19.34,31.03,0,5,,,,,,,,,
1,9,1998,20.86,32.01,0.24,6.3,,,,,,,,,
2,9,1998,24.08,35.18,0.03,5.5,,,,,,,,,
3,9,1998,24.95,36.33,0.15,5.6,,,,,,,,,
4,9,1998,23.88,33.44,2.28,4.7,,,,,,,,,
5,9,1998,22.86,34.35,0.89,4.7,,,,,,,,,
6,9,1998,23.89,33.84,0.18,5.8,,,,,,,,,
7,9,1998,22.1,30.91,0.02,5.6,,,,,,,,,
8,9,1998,19.81,35.45,0,5.9,,,,,,,,,
9,9,1998,21.68,31.48,0.32,5.1,,,,,,,,,
10,9,1998,20.78,27.98,0.01,4.4,,,,,,,,,
11,9,1998,19.84,31.05,0,5.3,,,,,,,,,
12,9,1998,21.24,33.99,0.07,5.7,,,,,,,,,
13,9,1998,21.45,30.26,0.35,5.2,,,,,,,,,
14,9,1998,19.76,30.08,0.08,5.3,,,,,,,,,
15,9,1998,20.22,29.63,0.8,4.6,,,,,,,,,
16,9,1998,18.87,26.57,0.02,4.4,,,,,,,,,
17,9,1998,18.17,26.86,0.02,4.3,,,,,,,,,
18,9,1998,17.9,29.93,0,4.5,,,,,,,,,
19,9,1998,19,26.93,0,4,,,,,,,,,
20,9,1998,18.39,27.39,0.1,4.2,,,,,,,,,
21,9,1998,17.92,26.83,0.06,4.2,,,,,,,,,
22,9,1998,18.99,25.78,0.34,4,,,,,,,,,
23,9,1998,18.91,25.8,0.9,4,,,,,,,,,
24,9,1998,20.07,26.94,13.8,3.3,,,,,,,,,
25,9,1998,21.75,26.52,10.04,2.9,,,,,,,,,
26,9,1998,20.56,30.44,3.34,4.2,,,,,,,,,
27,9,1998,20.99,34.89,0.11,5.6,,,,,,,,,
28,9,1998,20.46,26.6,5.57,3,,,,,,,,,
29,9,1998,19.65,26.73,3.53,3.4,,,,,,,,,
30,9,1998,19.14,26.9,1.25,3.1,,,,,,,,,
1,10,1998,18.5,28.73,0.17,4,,,,,,,,,
2,10,1998,19.46,27.68,12.73,3.9,,,,,,,,,
3,10,1998,19.24,22.4,11.7,2.3,,,,,,,,,
4,10,1998,18.13,25.53,0.05,3,,,,,,,,,
5,10,1998,16.58,25.29,0,3.5,,,,,,,,,
6,10,1998,18.43,29.87,1.91,4,,,,,,,,,
7,10,1998,19.41,25.75,6.07,3,,,,,,,,,
8,10,1998,16.86,24.03,0.2,3,,,,,,,,,
9,10,1998,15.32,23.52,0.64,3.1,,,,,,,,,
10,10,1998,17.43,23.2,2.53,2.8,,,,,,,,,
11,10,1998,16.13,20.79,16.56,1.5,,,,,,,,,
12,10,1998,15.43,21.18,10.76,2.4,,,,,,,,,
13,10,1998,16.09,20.84,3.27,2.1,,,,,,,,,
14,10,1998,16.2,22.02,0.27,2.6,,,,,,,,,
15,10,1998,15.19,23.02,0,2.7,,,,,,,,,
16,10,1998,14.26,24.52,0,3,,,,,,,,,
17,10,1998,15.8,26.94,0,3.1,,,,,,,,,
18,10,1998,14.99,28.21,0,3.5,,,,,,,,,
19,10,1998,16.92,29.56,0,3.9,,,,,,,,,
20,10,1998,17.21,27.59,1.15,3.9,,,,,,,,,
21,10,1998,16.32,22.1,0.85,2.2,,,,,,,,,
22,10,1998,15.77,23.31,1.07,2.1,,,,,,,,,
23,10,1998,17.59,23.67,2.52,2.2,,,,,,,,,
24,10,1998,16.75,24.89,0.3,1.9,,,,,,,,,
25,10,1998,15.43,23.96,0.09,2.5,,,,,,,,,
26,10,1998,15.7,23.42,0,3.3,,,,,,,,,
27,10,1998,15.33,23.31,0.05,2.3,,,,,,,,,
28,10,1998,13.75,21.53,0.1,2.6,,,,,,,,,
29,10,1998,11.79,22.93,0,2.9,,,,,,,,,
30,10,1998,12.03,25.93,0,3.4,,,,,,,,,
31,10,1998,13.58,22.83,0,2.9,,,,,,,,,
1,11,1998,14.54,22.12,0,2.6,,,,,,,,,
2,11,1998,12.59,24.02,0,2.8,,,,,,,,,
3,11,1998,15.33,23.58,0.07,2.6,,,,,,,,,
4,11,1998,15.16,24.88,0,2.9,,,,,,,,,
5,11,1998,13.02,26.98,0,3.5,,,,,,,,,
6,11,1998,15.47,22.86,0,3.5,,,,,,,,,
7,11,1998,14.67,23.56,0,2.5,,,,,,,,,
8,11,1998,12.35,19.92,0.01,2.4,,,,,,,,,
9,11,1998,11.95,20.05,0,2.2,,,,,,,,,
10,11,1998,10.99,19.89,0.02,2.3,,,,,,,,,
11,11,1998,9.25,22.46,0,2.7,,,,,,,,,
12,11,1998,14.16,20.81,1.48,1.5,,,,,,,,,
13,11,1998,13.98,19.3,0.24,2.2,,,,,,,,,
14,11,1998,13.26,18.5,0.36,1.9,,,,,,,,,
15,11,1998,12.87,21.64,1.01,1.7,,,,,,,,,
16,11,1998,13.56,20.96,1.29,1.8,,,,,,,,,
17,11,1998,12.97,19.07,0.06,1.7,,,,,,,,,
18,11,1998,11.3,18.05,0.13,2,,,,,,,,,
19,11,1998,11.27,16.42,3.13,1.6,,,,,,,,,
20,11,1998,12.86,18.54,2.25,1.5,,,,,,,,,
21,11,1998,11.19,14.87,0.68,1.3,,,,,,,,,
22,11,1998,7.54,12.02,2.8,1,,,,,,,,,
23,11,1998,6.45,10.92,0.97,1.4,,,,,,,,,
24,11,1998,7.96,13.94,0.28,1.4,,,,,,,,,
25,11,1998,7.97,16.69,0.12,1.8,,,,,,,,,
26,11,1998,9.92,15.15,0.25,1.3,,,,,,,,,
27,11,1998,8.51,14.5,10.92,1.5,,,,,,,,,
28,11,1998,10.21,13.17,6.85,1.3,,,,,,,,,
29,11,1998,10.23,13.66,5.94,1.1,,,,,,,,,
30,11,1998,10.18,16.16,0.49,1.6,,,,,,,,,
1,12,1998,9.3,13.58,1.43,1.4,,,,,,,,,
2,12,1998,8,14.87,0.15,1.5,,,,,,,,,
3,12,1998,7.21,17.57,0,1.4,,,,,,,,,
4,12,1998,9.94,20.21,0.03,1.7,,,,,,,,,
5,12,1998,7.28,17.4,0.6,2,,,,,,,,,
6,12,1998,9.52,16.25,0.9,1.7,,,,,,,,,
7,12,1998,9.39,14.95,0.43,1.5,,,,,,,,,
8,12,1998,9.32,13.62,1.01,1.4,,,,,,,,,
9,12,1998,6.52,12.23,1.3,1.6,,,,,,,,,
10,12,1998,5.55,13.27,0,1.6,,,,,,,,,
11,12,1998,6.66,17.03,0.1,1.9,,,,,,,,,
12,12,1998,9.61,17.36,3.7,1.6,,,,,,,,,
13,12,1998,10.87,14.79,2.66,1.2,,,,,,,,,
14,12,1998,11.23,16.62,0.03,1.4,,,,,,,,,
15,12,1998,12.15,17.6,0.28,1.5,,,,,,,,,
16,12,1998,10.58,17.49,0.11,1.5,,,,,,,,,
17,12,1998,9.4,18.09,0.1,1.5,,,,,,,,,
18,12,1998,10.99,15.72,0.22,1.1,,,,,,,,,
19,12,1998,9.82,15.68,0,1.5,,,,,,,,,
20,12,1998,7.72,15.1,0.27,1.2,,,,,,,,,
21,12,1998,9.58,15.9,0.51,1.7,,,,,,,,,
22,12,1998,7.18,13.49,5.68,1.5,,,,,,,,,
23,12,1998,10.23,14.35,1.63,1.3,,,,,,,,,
24,12,1998,7.63,13.87,0.01,1.4,,,,,,,,,
25,12,1998,6.38,13.63,0.03,1.2,,,,,,,,,
26,12,1998,7.89,14.42,1.26,1.1,,,,,,,,,
27,12,1998,8.91,12.91,4.96,0.7,,,,,,,,,
28,12,1998,8.61,13.71,0.28,1.3,,,,,,,,,
29,12,1998,5.34,15.1,0.01,1.3,,,,,,,,,
30,12,1998,6.99,13.24,0.07,1.2,,,,,,,,,
31,12,1998,5.3,16.1,0.01,1.2,,,,,,,,,
1,1,1999,10.04,16.52,3.45,1.5,,,,,,,,,
2,1,1999,7.07,13.2,7.05,1.5,,,,,,,,,
3,1,1999,11,15.14,1.58,1.2,,,,,,,,,
4,1,1999,12.06,16.86,0.03,1.2,,,,,,,,,
5,1,1999,10.25,16.95,0.01,1.5,,,,,,,,,
6,1,1999,8.48,17.11,0.1,1.3,,,,,,,,,
7,1,1999,7.45,18.89,0,1.3,,,,,,,,,
8,1,1999,7.31,17.19,0.05,1.6,,,,,,,,,
9,1,1999,7.56,16.63,0.01,1.8,,,,,,,,,
10,1,1999,7.9,18.5,0.18,1.7,,,,,,,,,
11,1,1999,6.65,14.42,0.29,1.8,,,,,,,,,
12,1,1999,5.65,16.71,0,1.9,,,,,,,,,
13,1,1999,7.46,18.37,0.01,1.8,,,,,,,,,
14,1,1999,8.95,15.2,0.17,2.3,,,,,,,,,
15,1,1999,10.14,12.96,13.36,1.4,,,,,,,,,
16,1,1999,10.43,13.72,7.6,0.7,,,,,,,,,
17,1,1999,11.05,14.87,2.09,0.8,,,,,,,,,
18,1,1999,11.36,16.09,5.73,1.2,,,,,,,,,
19,1,1999,12.47,13.9,33.95,1.1,,,,,,,,,
20,1,1999,10.22,13.35,27.28,0.7,,,,,,,,,
21,1,1999,9.36,14.44,1.99,1.1,,,,,,,,,
22,1,1999,6.8,15.95,0.05,1.3,,,,,,,,,
23,1,1999,6.36,15.46,0.03,1.5,,,,,,,,,
24,1,1999,8.28,13.72,1.5,1.6,,,,,,,,,
25,1,1999,8.47,14.67,0.39,1.2,,,,,,,,,
26,1,1999,7.69,13.47,0.96,1.5,,,,,,,,,
27,1,1999,7.75,15.44,1.79,1.4,,,,,,,,,
28,1,1999,9.29,14.17,2.62,1.6,,,,,,,,,
29,1,1999,10.61,16.1,3.14,1.6,,,,,,,,,
30,1,1999,4.68,10.45,4.92,1.7,,,,,,,,,
31,1,1999,3.13,6.09,4.27,1.1,,,,,,,,,
1,2,1999,3.6,7.61,13.03,0.8,,,,,,,,,
2,2,1999,3.96,10.6,0.75,0.7,,,,,,,,,
3,2,1999,5.13,9.38,1.25,1.3,,,,,,,,,
4,2,1999,4.04,12.57,0.04,1.4,,,,,,,,,
5,2,1999,7.52,13.86,0.54,1.5,,,,,,,,,
6,2,1999,10.24,12.62,0.94,1.5,,,,,,,,,
7,2,1999,9.75,13.87,0.52,1.7,,,,,,,,,
8,2,1999,8.11,15.08,0.35,1.9,,,,,,,,,
9,2,1999,6.33,16.77,0,1.7,,,,,,,,,
10,2,1999,6.86,16.37,1.64,2.1,,,,,,,,,
11,2,1999,5.28,7.45,11.4,2.3,,,,,,,,,
12,2,1999,4.85,9.03,10.32,1.3,,,,,,,,,
13,2,1999,4.75,10.04,4.86,1.5,,,,,,,,,
14,2,1999,3.84,9.32,0.7,1.2,,,,,,,,,
15,2,1999,3.96,11.94,0.06,1.6,,,,,,,,,
16,2,1999,4.42,10.53,0.65,1.8,,,,,,,,,
17,2,1999,4.34,12.76,0.43,1.5,,,,,,,,,
18,2,1999,7.03,13.48,0.51,1.7,,,,,,,,,
19,2,1999,6.67,14.46,1.07,1.8,,,,,,,,,
20,2,1999,9.06,14.47,0.99,1.8,,,,,,,,,
21,2,1999,8.9,17.52,0.04,2.2,,,,,,,,,
22,2,1999,8.65,18.71,0.04,2.1,,,,,,,,,
23,2,1999,9.86,15.32,0.24,2.8,,,,,,,,,
24,2,1999,8.64,15.2,0.2,2.1,,,,,,,,,
25,2,1999,7.2,19.44,0,1.8,,,,,,,,,
26,2,1999,8.41,18.68,0.01,3,,,,,,,,,
27,2,1999,8.04,17.39,0.12,2.3,,,,,,,,,
28,2,1999,11.62,17.45,0.19,2.1,,,,,,,,,
1,3,1999,11.57,16,1.17,1.7,,,,,,,,,
2,3,1999,9.48,18.61,0.13,1.6,,,,,,,,,
3,3,1999,8.8,18.51,0.02,1.9,,,,,,,,,
4,3,1999,8.05,19.05,0.54,2.3,,,,,,,,,
5,3,1999,8.73,16.71,0.08,2.9,,,,,,,,,
6,3,1999,6.78,17.36,0.03,2.9,,,,,,,,,
7,3,1999,6.77,15.84,0.01,2.8,,,,,,,,,
8,3,1999,6.09,18.15,0,2.8,,,,,,,,,
9,3,1999,9,20.21,0,3,,,,,,,,,
10,3,1999,9.4,21.3,0,3.1,,,,,,,,,
11,3,1999,10.37,19.55,0.01,2.9,,,,,,,,,
12,3,1999,10.66,19.18,0.2,2.8,,,,,,,,,
13,3,1999,10.79,19.82,0.02,2.5,,,,,,,,,
14,3,1999,11.14,20.12,0.01,2.6,,,,,,,,,
15,3,1999,10.46,19.86,0.29,2.8,,,,,,,,,
16,3,1999,11.56,20.43,0.01,2.4,,,,,,,,,
17,3,1999,11.15,18.79,1.03,2,,,,,,,,,
18,3,1999,8.33,11.83,0.9,2.2,,,,,,,,,
19,3,1999,7.57,14.27,1.01,2.4,,,,,,,,,
20,3,1999,10.06,16.27,0.55,2.6,,,,,,,,,
21,3,1999,8.03,17.4,0.02,2.7,,,,,,,,,
22,3,1999,6.87,20.65,0.02,3,,,,,,,,,
23,3,1999,9.63,14.88,0.27,3.6,,,,,,,,,
24,3,1999,7.93,19.49,0.01,2.8,,,,,,,,,
25,3,1999,11.6,19.56,0.22,3.6,,,,,,,,,
26,3,1999,11.21,20.45,4.52,3.4,,,,,,,,,
27,3,1999,10.52,17.81,0.79,2.8,,,,,,,,,
28,3,1999,9.19,15.34,4.81,3.5,,,,,,,,,
29,3,1999,9.52,13.02,10.87,3.2,,,,,,,,,
30,3,1999,9.39,16.4,2.39,2.3,,,,,,,,,
31,3,1999,8.72,18.47,0.04,2.8,,,,,,,,,
1,4,1999,7.46,20.47,0,3.4,,,,,,,,,
2,4,1999,9.15,21.1,0,3.8,,,,,,,,,
3,4,1999,11.81,18.26,0,3.6,,,,,,,,,
4,4,1999,10.36,19.83,0,3,,,,,,,,,
5,4,1999,8.95,20.46,0,3.4,,,,,,,,,
6,4,1999,9.18,21.43,0,3.5,,,,,,,,,
7,4,1999,10.92,23.81,0,4.2,,,,,,,,,
8,4,1999,9.11,15.77,5.51,4.6,,,,,,,,,
9,4,1999,8.08,17.07,0.91,3.1,,,,,,,,,
10,4,1999,10.12,17.87,0.36,3.5,,,,,,,,,
11,4,1999,9.29,19.43,0,3,,,,,,,,,
12,4,1999,9.29,19.94,0,3.8,,,,,,,,,
13,4,1999,9.69,22.27,0,3.8,,,,,,,,,
14,4,1999,8.55,21.75,0.18,4.5,,,,,,,,,
15,4,1999,12.4,25.01,3.46,4.2,,,,,,,,,
16,4,1999,11.71,19.78,0.99,4.4,,,,,,,,,
17,4,1999,8.22,21.96,0.44,2.6,,,,,,,,,
18,4,1999,10.4,19.93,0.06,5,,,,,,,,,
19,4,1999,8.48,19.42,0,4.3,,,,,,,,,
20,4,1999,8.73,24.16,0,4.1,,,,,,,,,
21,4,1999,12.77,28.76,0,4.9,,,,,,,,,
22,4,1999,15.25,21.27,1.94,6.2,,,,,,,,,
23,4,1999,12.94,22.08,0.05,5,,,,,,,,,
24,4,1999,11.51,19.67,0.66,4.8,,,,,,,,,
25,4,1999,11,19.89,0,4,,,,,,,,,
26,4,1999,9.06,25.97,0,4.4,,,,,,,,,
27,4,1999,13.49,25.71,0,5.4,,,,,,,,,
28,4,1999,14.79,25.34,0,5.3,,,,,,,,,
29,4,1999,14.13,24.88,0,3.7,,,,,,,,,
30,4,1999,12.91,24.94,0,3.8,,,,,,,,,
1,5,1999,13.18,25.5,1.58,3.7,,,,,,,,,
2,5,1999,15.79,28.03,0.04,4.7,,,,,,,,,
3,5,1999,16.34,26.64,4.04,6,,,,,,,,,
4,5,1999,14.44,25.44,0.55,4.4,,,,,,,,,
5,5,1999,14.66,25.6,0,5.7,,,,,,,,,
6,5,1999,13.56,24.9,0,5.6,,,,,,,,,
7,5,1999,14.5,26.5,0,4.8,,,,,,,,,
8,5,1999,15.47,29.11,2.86,5.4,,,,,,,,,
9,5,1999,17.39,30.04,1.51,5.8,,,,,,,,,
10,5,1999,17.68,29.58,0.02,6.1,,,,,,,,,
11,5,1999,17.65,30.28,0.6,4.3,,,,,,,,,
12,5,1999,17.16,31.42,0,6.1,,,,,,,,,
13,5,1999,18.22,33.83,0,5.1,,,,,,,,,
14,5,1999,19.46,32.01,0,7.1,,,,,,,,,
15,5,1999,18.18,31.24,0,5.9,,,,,,,,,
16,5,1999,18.61,29.07,0,6,,,,,,,,,
17,5,1999,18.16,31.28,0,5.5,,,,,,,,,
18,5,1999,17.17,26.2,0,6.8,,,,,,,,,
19,5,1999,16.1,21.23,0.17,4.7,,,,,,,,,
20,5,1999,14.97,23.3,0,4.3,,,,,,,,,
21,5,1999,12.91,23.87,0.01,5,,,,,,,,,
22,5,1999,14.07,21.94,0.57,5.4,,,,,,,,,
23,5,1999,15.22,23.19,0.63,4.7,,,,,,,,,
24,5,1999,13.7,25.17,0.08,4.7,,,,,,,,,
25,5,1999,14.2,27.61,0.63,4.7,,,,,,,,,
26,5,1999,16.04,28.33,0,6.2,,,,,,,,,
27,5,1999,16.5,29.56,0,6.2,,,,,,,,,
28,5,1999,16.55,28.73,0,6.7,,,,,,,,,
29,5,1999,18.25,26.28,0.01,6.8,,,,,,,,,
30,5,1999,17.89,30.65,0,5.6,,,,,,,,,
31,5,1999,19.57,34.43,0.01,6.8,,,,,,,,,
1,6,1999,22.25,36.07,0,7.9,,,,,,,,,
2,6,1999,23.18,37.36,0,8.1,,,,,,,,,
3,6,1999,22.15,36.26,0.09,8.6,,,,,,,,,
4,6,1999,24.2,33.66,0.1,8,,,,,,,,,
5,6,1999,20.58,29.93,0.21,7.5,,,,,,,,,
6,6,1999,20.81,35.23,0.15,5.9,,,,,,,,,
7,6,1999,21.7,33.33,0.36,7.8,,,,,,,,,
8,6,1999,20.3,29.88,1.29,6.6,,,,,,,,,
9,6,1999,19.66,28.3,0.07,6,,,,,,,,,
10,6,1999,19.89,31.48,0.67,5.5,,,,,,,,,
11,6,1999,19.26,29.02,0.12,6.3,,,,,,,,,
12,6,1999,19.48,28.9,0.02,6.1,,,,,,,,,
13,6,1999,18.64,29.26,0.02,6,,,,,,,,,
14,6,1999,17.45,29.31,0,5.9,,,,,,,,,
15,6,1999,18.73,28.3,0.53,4.8,,,,,,,,,
16,6,1999,17.44,27.88,0,6.2,,,,,,,,,
17,6,1999,16.92,29.12,0,5.9,,,,,,,,,
18,6,1999,17.73,32.47,0.72,6,,,,,,,,,
19,6,1999,20.31,28.09,4.14,6.9,,,,,,,,,
20,6,1999,18.73,28.17,1.12,5.9,,,,,,,,,
21,6,1999,18.83,27.95,0,5.9,,,,,,,,,
22,6,1999,16.73,27.26,0,5.8,,,,,,,,,
23,6,1999,15.46,31.24,0,5.7,,,,,,,,,
24,6,1999,19.62,32.84,0.46,6.3,,,,,,,,,
25,6,1999,19.63,30.97,0.01,6.3,,,,,,,,,
26,6,1999,18.49,31.67,0,5.3,,,,,,,,,
27,6,1999,20.57,34.47,0.14,7,,,,,,,,,
28,6,1999,20.93,31.94,0.01,7.2,,,,,,,,,
29,6,1999,19.98,32.18,0,6.5,,,,,,,,,
30,6,1999,20.14,31.14,0,6.9,,,,,,,,,
1,7,1999,20,31.14,0,6.6,,,,,,,,,
2,7,1999,18.71,31.68,0,7,,,,,,,,,
3,7,1999,20.38,35.12,0,6.3,,,,,,,,,
4,7,1999,21.69,34.31,0,7.6,,,,,,,,,
5,7,1999,21.72,36.11,0,7.3,,,,,,,,,
6,7,1999,22.96,35.69,0,7.6,,,,,,,,,
7,7,1999,22.07,32.13,0,6.1,,,,,,,,,
8,7,1999,20.51,28.65,0.01,6.3,,,,,,,,,
9,7,1999,20.4,30.35,0.38,6.2,,,,,,,,,
10,7,1999,19.65,31.26,0.15,6.1,,,,,,,,,
11,7,1999,21.08,33.38,0.39,5.7,,,,,,,,,
12,7,1999,22.66,38.71,0.02,6.7,,,,,,,,,
13,7,1999,24.48,37.9,1.64,8.2,,,,,,,,,
14,7,1999,22.5,30.25,0.02,7.4,,,,,,,,,
15,7,1999,21.03,31.53,0,6.1,,,,,,,,,
16,7,1999,20.77,31.91,0,6.8,,,,,,,,,
17,7,1999,20.7,31.07,0,6.5,,,,,,,,,
18,7,1999,21.17,32.23,0.01,5.5,,,,,,,,,
19,7,1999,21.25,32.57,3.02,5.8,,,,,,,,,
20,7,1999,23.61,32.61,4.8,6.5,,,,,,,,,
21,7,1999,23.71,32.45,4.1,5.8,,,,,,,,,
22,7,1999,22.1,32.73,0,4.6,,,,,,,,,
23,7,1999,21.45,31.42,0.01,5.8,,,,,,,,,
24,7,1999,20.64,28.11,4.99,6.3,,,,,,,,,
25,7,1999,20.05,28.89,0.02,5.5,,,,,,,,,
26,7,1999,19.09,30.31,0,5.8,,,,,,,,,
27,7,1999,19.65,32.75,0,5.8,,,,,,,,,
28,7,1999,22.54,31.49,0,6.5,,,,,,,,,
29,7,1999,21.25,30.67,0,6.4,,,,,,,,,
30,7,1999,20.66,31.89,0,5.9,,,,,,,,,
31,7,1999,20.81,31.64,0.02,5.8,,,,,,,,,
1,8,1999,23.55,33.4,1.5,5.6,,,,,,,,,
2,8,1999,21.95,31.77,0,5,,,,,,,,,
3,8,1999,21.77,33.76,0,4.9,,,,,,,,,
4,8,1999,22.74,36.67,1.9,6,,,,,,,,,
5,8,1999,24.48,35.86,1.29,7.1,,,,,,,,,
6,8,1999,24.61,38.09,0,6.1,,,,,,,,,
7,8,1999,26.39,40.86,0,6.9,,,,,,,,,
8,8,1999,28.15,41.33,0,8.6,,,,,,,,,
9,8,1999,26.69,44.01,0,7.6,,,,,,,,,
10,8,1999,27.47,39.81,0,9,,,,,,,,,
11,8,1999,24.52,33.31,0.01,6.8,,,,,,,,,
12,8,1999,22.92,32.25,0.65,5.8,,,,,,,,,
13,8,1999,23.74,27.95,2.75,6,,,,,,,,,
14,8,1999,22.79,32.69,0.32,4,,,,,,,,,
15,8,1999,23.29,33.67,0.02,5.3,,,,,,,,,
