day,month,year,mintp,mxntp,p,evp,,,,,,,,,
25,5,1987,14.78,24.35,0,3.7,,,,,,,,,
26,5,1987,14.61,23.71,0.01,4.2,,,,,,,,,
27,5,1987,14.46,27.51,4.71,4.6,,,,,,,,,
28,5,1987,15.15,20.47,2.1,5.3,,,,,,,,,
29,5,1987,13.94,21.98,1.25,2.4,,,,,,,,,
30,5,1987,15.03,22.39,4.03,4.5,,,,,,,,,
31,5,1987,14.82,24.31,0.04,4.4,,,,,,,,,
1,6,1987,13.69,26.02,0,5.3,,,,,,,,,
2,6,1987,13.93,25.38,0,6.1,,,,,,,,,
3,6,1987,14.84,28.68,0,5.2,,,,,,,,,
4,6,1987,17.11,33.25,0,6,,,,,,,,,
5,6,1987,17.99,27.66,0,6.1,,,,,,,,,
6,6,1987,16.29,30.29,0,6.1,,,,,,,,,
7,6,1987,18.43,32.77,0,6.3,,,,,,,,,
8,6,1987,20.52,35.03,0.1,7.5,,,,,,,,,
9,6,1987,18.93,26.93,0.01,7.4,,,,,,,,,
10,6,1987,17.5,30.48,0.02,4.7,,,,,,,,,
11,6,1987,18.86,33.4,0.05,5.6,,,,,,,,,
12,6,1987,21.49,34.48,0.01,7.2,,,,,,,,,
13,6,1987,20.69,38.66,0,6.4,,,,,,,,,
14,6,1987,20.99,35.37,0.15,7.4,,,,,,,,,
15,6,1987,20.08,29.59,0.16,4.7,,,,,,,,,
16,6,1987,18.15,26.25,0,6.5,,,,,,,,,
17,6,1987,16.9,24.99,0.01,5.4,,,,,,,,,
18,6,1987,16.08,25.22,0,5.5,,,,,,,,,
19,6,1987,17.18,26.98,0.01,5.9,,,,,,,,,
20,6,1987,19.25,30.74,0.15,5.6,,,,,,,,,
21,6,1987,17.37,26.05,0,6.5,,,,,,,,,
22,6,1987,16.04,27.19,0,5.7,,,,,,,,,
23,6,1987,16.25,27.44,0,5.8,,,,,,,,,
24,6,1987,16.1,28.06,0.01,5.9,,,,,,,,,
25,6,1987,17.12,29.7,0.01,4.7,,,,,,,,,
26,6,1987,19.91,29.94,0.3,5.6,,,,,,,,,
27,6,1987,19.99,29.25,0,5.4,,,,,,,,,
28,6,1987,18.36,27.75,0,6.1,,,,,,,,,
29,6,1987,18.03,28.85,0,5.1,,,,,,,,,
30,6,1987,18.41,29.82,0,5.2,,,,,,,,,
1,7,1987,19.08,31.43,0.01,5.8,,,,,,,,,
2,7,1987,21.18,33.79,0.16,6.2,,,,,,,,,
3,7,1987,22.03,34.08,0.01,7.1,,,,,,,,,
4,7,1987,21.37,34.43,0.04,6.8,,,,,,,,,
5,7,1987,21.92,34.12,0.18,6.9,,,,,,,,,
6,7,1987,22.15,33.28,0.04,5.5,,,,,,,,,
7,7,1987,22.4,31.39,1.71,6.5,,,,,,,,,
8,7,1987,22.32,33.8,0.51,5.9,,,,,,,,,
9,7,1987,22.85,32.79,4.94,6.4,,,,,,,,,
10,7,1987,21.53,32.22,0.7,5.9,,,,,,,,,
11,7,1987,21.18,32.22,0,5.6,,,,,,,,,
12,7,1987,20.9,31.76,0,6.2,,,,,,,,,
13,7,1987,20.66,31.79,0,6.2,,,,,,,,,
14,7,1987,21.71,32.47,0,6.3,,,,,,,,,
15,7,1987,20.83,33.47,0,6.1,,,,,,,,,
16,7,1987,22.07,34.97,0,6.8,,,,,,,,,
17,7,1987,23.66,32.94,0.31,7.2,,,,,,,,,
18,7,1987,22.46,37.98,0,6.8,,,,,,,,,
19,7,1987,24.98,40.16,0.09,7.3,,,,,,,,,
20,7,1987,25.58,40.96,0.02,9.2,,,,,,,,,
21,7,1987,23.35,35.22,0,5.8,,,,,,,,,
22,7,1987,24.12,38.28,0.1,5.3,,,,,,,,,
23,7,1987,24.25,40.83,0.01,5.7,,,,,,,,,
24,7,1987,26.07,41.03,0.03,8.5,,,,,,,,,
25,7,1987,23.72,40.26,0.02,5.5,,,,,,,,,
26,7,1987,23.85,33.42,0,8.3,,,,,,,,,
27,7,1987,21.39,29.76,0,6.3,,,,,,,,,
28,7,1987,20.54,29.72,0,5.6,,,,,,,,,
29,7,1987,19.81,32.02,0,5.7,,,,,,,,,
30,7,1987,22.23,36.23,2.62,5.7,,,,,,,,,
31,7,1987,22.58,30.62,0.06,6.6,,,,,,,,,
1,8,1987,20.98,28.99,0,5,,,,,,,,,
2,8,1987,20.68,30.75,0,5.4,,,,,,,,,
3,8,1987,19.9,31.81,0,5.8,,,,,,,,,
4,8,1987,21.71,34.6,0,5.3,,,,,,,,,
5,8,1987,21.35,33.9,0,6.2,,,,,,,,,
6,8,1987,21.01,35.89,0,6.8,,,,,,,,,
7,8,1987,24.24,38.84,0,6.2,,,,,,,,,
8,8,1987,24.1,39.53,0,6.1,,,,,,,,,
9,8,1987,23.59,41.45,0.02,5.3,,,,,,,,,
10,8,1987,24.32,39.93,0,8.3,,,,,,,,,
11,8,1987,24.38,41.97,0,6.7,,,,,,,,,
12,8,1987,25.9,40.51,0,7.5,,,,,,,,,
13,8,1987,23.98,38.29,0,8.5,,,,,,,,,
14,8,1987,24.03,37.13,0,6.9,,,,,,,,,
15,8,1987,24.45,41.01,0,6.2,,,,,,,,,
16,8,1987,25.5,38.45,0,7.6,,,,,,,,,
17,8,1987,23.96,35.35,0,7.9,,,,,,,,,
18,8,1987,24.23,34.12,0.01,5.9,,,,,,,,,
19,8,1987,22.82,32.33,0,6.1,,,,,,,,,
20,8,1987,21.93,32.29,0,5.6,,,,,,,,,
21,8,1987,22.25,33.35,0.05,5,,,,,,,,,
22,8,1987,23.49,34.94,0.01,5.3,,,,,,,,,
23,8,1987,24.43,35.57,0.13,6.2,,,,,,,,,
24,8,1987,25.28,36.09,0.78,6.2,,,,,,,,,
25,8,1987,24.09,31.9,0.87,6.5,,,,,,,,,
26,8,1987,22.5,31.74,0.1,4.8,,,,,,,,,
27,8,1987,23.35,32.05,0.69,4.7,,,,,,,,,
28,8,1987,23.98,35.26,0.85,5.4,,,,,,,,,
29,8,1987,23.91,34.05,0.17,5.2,,,,,,,,,
30,8,1987,23.15,32.12,0.1,4,,,,,,,,,
31,8,1987,23.62,33.73,0.42,5.2,,,,,,,,,
1,9,1987,25.23,36.11,0.94,5.1,,,,,,,,,
2,9,1987,24.29,30.81,1.29,6.5,,,,,,,,,
3,9,1987,22.75,31.19,8.66,3.8,,,,,,,,,
4,9,1987,21.87,31.42,1.17,4.2,,,,,,,,,
5,9,1987,21.17,31.05,0.58,4.7,,,,,,,,,
6,9,1987,22.27,30.6,0.27,4.8,,,,,,,,,
7,9,1987,22.18,29,0.16,5.1,,,,,,,,,
8,9,1987,21.74,30.56,0.04,5.1,,,,,,,,,
9,9,1987,20.39,33.39,0,4.4,,,,,,,,,
10,9,1987,22.26,34.6,0,5.3,,,,,,,,,
11,9,1987,22.96,34.93,0.01,6.1,,,,,,,,,
12,9,1987,21.6,33.2,0,5.8,,,,,,,,,
13,9,1987,21.54,30.73,0,4.5,,,,,,,,,
14,9,1987,21.05,30.92,0,4,,,,,,,,,
15,9,1987,22.03,32.35,0,3.9,,,,,,,,,
16,9,1987,21.62,31.41,0,3.9,,,,,,,,,
17,9,1987,22.02,32.35,0.01,4.1,,,,,,,,,
18,9,1987,22.46,33.15,0,3.9,,,,,,,,,
19,9,1987,21.5,33.87,0,4.8,,,,,,,,,
20,9,1987,23,35.38,0,5.4,,,,,,,,,
21,9,1987,22.7,33.93,0,5.7,,,,,,,,,
22,9,1987,21.22,33.06,0,5.2,,,,,,,,,
23,9,1987,21.71,33.22,0,4.8,,,,,,,,,
24,9,1987,21.55,34.9,0,5.5,,,,,,,,,
25,9,1987,22.49,35.72,0,5.4,,,,,,,,,
26,9,1987,22.92,38.08,0,5.2,,,,,,,,,
27,9,1987,24.14,36.97,0,6.4,,,,,,,,,
28,9,1987,23.19,35.12,0.01,6.6,,,,,,,,,
29,9,1987,22.66,32.29,0.02,5.2,,,,,,,,,
30,9,1987,23.18,28.87,3.21,3.9,,,,,,,,,
1,10,1987,20.16,27,1.37,3,,,,,,,,,
2,10,1987,18.97,28.12,0.05,3.1,,,,,,,,,
3,10,1987,20.82,29.39,0.22,3.3,,,,,,,,,
4,10,1987,22.7,27.85,0.77,3,,,,,,,,,
5,10,1987,22.54,29.14,0.93,3.3,,,,,,,,,
6,10,1987,20.96,27.75,1.13,3.7,,,,,,,,,
7,10,1987,18.7,23.97,1.44,3.4,,,,,,,,,
8,10,1987,17.6,27.6,0.21,1.9,,,,,,,,,
9,10,1987,19.15,26.38,2.83,3.7,,,,,,,,,
10,10,1987,18.81,28.44,0.6,3.3,,,,,,,,,
11,10,1987,16.86,25.91,2.96,3.6,,,,,,,,,
12,10,1987,15.89,24.68,0.55,2.7,,,,,,,,,
13,10,1987,18.03,25.27,1.49,3.2,,,,,,,,,
14,10,1987,17.66,26.96,0.18,2.9,,,,,,,,,
15,10,1987,16.18,28.83,0,3.3,,,,,,,,,
16,10,1987,17.19,31.71,0,3.9,,,,,,,,,
17,10,1987,17.82,28.61,0.01,4.2,,,,,,,,,
18,10,1987,17.64,25.56,0,3.7,,,,,,,,,
19,10,1987,16.53,27.32,0,3.1,,,,,,,,,
20,10,1987,18.23,28.54,0,2.6,,,,,,,,,
21,10,1987,18.29,28.48,0.01,2.7,,,,,,,,,
22,10,1987,19.72,32.51,0.02,2.7,,,,,,,,,
23,10,1987,19.54,31.02,0,3.8,,,,,,,,,
24,10,1987,19.17,30.48,0,4.6,,,,,,,,,
25,10,1987,20.74,29.35,0,3.3,,,,,,,,,
26,10,1987,20.37,31.3,0.01,3.5,,,,,,,,,
27,10,1987,19.78,26.81,0,3.5,,,,,,,,,
28,10,1987,17.77,29.22,0,3.6,,,,,,,,,
29,10,1987,17.99,28.46,0.01,3.3,,,,,,,,,
30,10,1987,17.88,26.84,0,3.5,,,,,,,,,
31,10,1987,17.27,26.52,0,2.6,,,,,,,,,
1,11,1987,16.26,27.67,0,2.3,,,,,,,,,
2,11,1987,16.18,27.11,0,2.7,,,,,,,,,
3,11,1987,17.32,26.95,1.88,2.7,,,,,,,,,
4,11,1987,17.41,21.78,6.71,2.7,,,,,,,,,
5,11,1987,16.36,20.92,0.58,1.8,,,,,,,,,
6,11,1987,14.32,21.23,0,2,,,,,,,,,
7,11,1987,13.68,22.27,0,2,,,,,,,,,
8,11,1987,13.87,22.74,0.01,2,,,,,,,,,
9,11,1987,14.65,22.85,0,2.7,,,,,,,,,
10,11,1987,14.95,22.14,2.06,2.7,,,,,,,,,
11,11,1987,15.61,20.48,3.43,2.2,,,,,,,,,
12,11,1987,13.7,21.76,0.14,2.4,,,,,,,,,
13,11,1987,11.67,24.03,0,2.2,,,,,,,,,
14,11,1987,12.54,21.53,0.52,2.6,,,,,,,,,
15,11,1987,14.44,17.17,2.38,2,,,,,,,,,
16,11,1987,13.68,18.69,0.04,1.9,,,,,,,,,
17,11,1987,14.3,21.27,0.29,1.8,,,,,,,,,
18,11,1987,15.42,20.41,0.05,1.9,,,,,,,,,
19,11,1987,12.46,20.22,0.07,2,,,,,,,,,
20,11,1987,11.67,20.07,0.12,2,,,,,,,,,
21,11,1987,13.2,17.16,0.56,1.6,,,,,,,,,
22,11,1987,11.99,17.23,2.2,1.7,,,,,,,,,
23,11,1987,11.42,19.84,0.09,1.6,,,,,,,,,
24,11,1987,10.35,17,0.51,2.2,,,,,,,,,
25,11,1987,7.49,19.02,0,2.5,,,,,,,,,
26,11,1987,9.71,17.58,0.77,2.4,,,,,,,,,
27,11,1987,9.93,16.79,0.88,1.7,,,,,,,,,
28,11,1987,10.37,14.09,2.69,1.8,,,,,,,,,
29,11,1987,9.97,15.85,0.59,1.4,,,,,,,,,
30,11,1987,7.45,16.04,0.52,1.4,,,,,,,,,
1,12,1987,9.7,15.85,0.34,1.4,,,,,,,,,
2,12,1987,7.92,17.82,0.09,1.5,,,,,,,,,
3,12,1987,8.66,20.82,0,1.6,,,,,,,,,
4,12,1987,12.19,21.37,0.03,2,,,,,,,,,
5,12,1987,12.92,18.32,1.92,2.2,,,,,,,,,
6,12,1987,11.18,20.77,0.09,1.3,,,,,,,,,
7,12,1987,13.21,20.89,0.03,1,,,,,,,,,
8,12,1987,12.26,23.86,0.55,1,,,,,,,,,
9,12,1987,11.71,19.08,1.18,1.9,,,,,,,,,
10,12,1987,11.09,17.76,0.56,1.7,,,,,,,,,
11,12,1987,11.44,16.9,0.54,1.3,,,,,,,,,
12,12,1987,11.96,16.36,0.33,0.8,,,,,,,,,
13,12,1987,10.26,22.96,0,0.8,,,,,,,,,
14,12,1987,11.85,20.85,1.06,2,,,,,,,,,
15,12,1987,11.9,17.9,0.28,1.9,,,,,,,,,
16,12,1987,11.52,20.56,0.19,1.4,,,,,,,,,
17,12,1987,13.38,21.56,0.01,1.3,,,,,,,,,
18,12,1987,12.29,20.45,0,1.7,,,,,,,,,
19,12,1987,10.97,21.59,0,1.7,,,,,,,,,
20,12,1987,12.09,18.62,0,1.6,,,,,,,,,
21,12,1987,11.39,18.37,0,1.6,,,,,,,,,
22,12,1987,10.63,18.51,0.26,1.4,,,,,,,,,
23,12,1987,11.3,15.88,1.22,1.4,,,,,,,,,
24,12,1987,12.16,17.5,1.07,0.8,,,,,,,,,
25,12,1987,10.23,18.59,0.02,1,,,,,,,,,
26,12,1987,9.42,17.15,0.53,0.7,,,,,,,,,
27,12,1987,9.72,15.55,0.15,1.1,,,,,,,,,
28,12,1987,9.32,16.66,0.17,1.3,,,,,,,,,
29,12,1987,10.21,16.96,0.12,1.3,,,,,,,,,
30,12,1987,10.97,16.83,0.22,1.3,,,,,,,,,
31,12,1987,8.92,17.32,0.15,1.3,,,,,,,,,
1,1,1988,8.67,15.21,0.54,1.4,,,,,,,,,
2,1,1988,8.67,15.21,0.54,1.5,,,,,,,,,
3,1,1988,9.17,15.71,0.79,1.5,,,,,,,,,
4,1,1988,8.09,17.5,0.72,1.4,,,,,,,,,
5,1,1988,11.58,15.84,0.87,1.5,,,,,,,,,
6,1,1988,8.85,20.04,0.05,1.7,,,,,,,,,
7,1,1988,8.6,22.3,0,2.2,,,,,,,,,
8,1,1988,9.3,17.34,1.89,1.5,,,,,,,,,
9,1,1988,9.8,12.36,4.46,1.5,,,,,,,,,
10,1,1988,10.48,14.99,3.86,1.4,,,,,,,,,
11,1,1988,9.68,14.23,0.16,1.5,,,,,,,,,
12,1,1988,6.89,15.31,0.01,1.8,,,,,,,,,
13,1,1988,8.31,13.01,0.05,1.3,,,,,,,,,
14,1,1988,8.74,16.14,0.05,1.6,,,,,,,,,
15,1,1988,8.43,17.7,0.01,1.4,,,,,,,,,
16,1,1988,9.48,18.13,0.03,2.2,,,,,,,,,
17,1,1988,8.16,18.16,0,1.4,,,,,,,,,
18,1,1988,11.01,17.47,0.02,1.7,,,,,,,,,
19,1,1988,10.32,16.53,0.18,1.1,,,,,,,,,
20,1,1988,7.08,15.92,0.06,1.5,,,,,,,,,
21,1,1988,7.12,18.09,0.35,2.1,,,,,,,,,
22,1,1988,9.39,15.27,5.27,1.3,,,,,,,,,
23,1,1988,9.71,14.03,2.28,1.4,,,,,,,,,
24,1,1988,10.63,16.39,1.72,1.7,,,,,,,,,
25,1,1988,9.93,16.8,0.08,1.6,,,,,,,,,
26,1,1988,9.4,19.4,0.05,1.9,,,,,,,,,
27,1,1988,10.31,20.7,0,2.2,,,,,,,,,
28,1,1988,10.48,23.38,0,2.3,,,,,,,,,
29,1,1988,10.69,22.22,0,2.2,,,,,,,,,
30,1,1988,10.24,22.3,0,2.8,,,,,,,,,
31,1,1988,12.43,17.87,0.2,2,,,,,,,,,
1,2,1988,12.53,17.05,0.37,1.9,,,,,,,,,
2,2,1988,11.29,18.83,0.08,1.6,,,,,,,,,
3,2,1988,9.57,19.5,0.01,1.7,,,,,,,,,
4,2,1988,10.59,13.66,1.31,1.3,,,,,,,,,
5,2,1988,10.56,19.05,0.7,1.9,,,,,,,,,
6,2,1988,9.16,18.25,0.1,2,,,,,,,,,
7,2,1988,8.94,21.21,0,2.5,,,,,,,,,
8,2,1988,8.49,20.3,2.29,1.9,,,,,,,,,
9,2,1988,9.13,15.33,0.77,1.9,,,,,,,,,
10,2,1988,7.57,17.74,0.02,2.2,,,,,,,,,
11,2,1988,10.26,18.17,0.43,1.9,,,,,,,,,
12,2,1988,9.75,17.55,0,2.1,,,,,,,,,
13,2,1988,7.9,19.09,0.96,2.6,,,,,,,,,
14,2,1988,10.27,14.62,0.12,2.3,,,,,,,,,
15,2,1988,9.34,15.09,0.05,2.2,,,,,,,,,
16,2,1988,8.96,15.26,0.05,2.1,,,,,,,,,
17,2,1988,9,17.92,0,1.9,,,,,,,,,
18,2,1988,7.55,17.23,0,2.4,,,,,,,,,
19,2,1988,7.23,18.94,0.14,2.5,,,,,,,,,
20,2,1988,8.8,16.89,0.19,1.8,,,,,,,,,
21,2,1988,9.86,18.3,0.16,1.8,,,,,,,,,
22,2,1988,9.37,17.68,0.24,2,,,,,,,,,
23,2,1988,7.62,16.64,0,2.2,,,,,,,,,
24,2,1988,8.93,18.14,0.11,2.4,,,,,,,,,
25,2,1988,9.38,17.93,0.41,2.5,,,,,,,,,
26,2,1988,7.63,13.09,9.16,1.4,,,,,,,,,
27,2,1988,7.23,11.59,1.65,1.2,,,,,,,,,
28,2,1988,5.42,10.64,1.04,2.5,,,,,,,,,
29,2,1988,6.3,10.83,0.91,2.1,,,,,,,,,
1,3,1988,5.13,15.23,0.05,2.6,,,,,,,,,
2,3,1988,5.82,12.45,0.53,2.2,,,,,,,,,
3,3,1988,5.19,12.64,0.2,2.1,,,,,,,,,
4,3,1988,5.57,15.41,0.01,2.2,,,,,,,,,
5,3,1988,6.71,17,0.02,2.7,,,,,,,,,
6,3,1988,9.25,16.7,0.54,2.7,,,,,,,,,
7,3,1988,7.76,12.09,3.34,1.5,,,,,,,,,
8,3,1988,10.97,14.3,12.21,2,,,,,,,,,
9,3,1988,9.36,12.97,2.25,2.5,,,,,,,,,
10,3,1988,7.51,13.78,1.74,2.6,,,,,,,,,
11,3,1988,6.22,14.38,0.14,2.6,,,,,,,,,
12,3,1988,7.65,13.91,3.31,2.2,,,,,,,,,
13,3,1988,7.15,16.13,0.73,2.7,,,,,,,,,
14,3,1988,6.78,20.08,0,3.6,,,,,,,,,
15,3,1988,6.42,22.05,0.01,3.9,,,,,,,,,
16,3,1988,11.33,21.57,4.51,2.7,,,,,,,,,
17,3,1988,10.68,19.92,0.7,3.2,,,,,,,,,
18,3,1988,11.51,20.88,0,3,,,,,,,,,
19,3,1988,12.95,21.5,0,3.3,,,,,,,,,
20,3,1988,11.49,20,0.01,2.7,,,,,,,,,
21,3,1988,10.3,21.99,0,2.6,,,,,,,,,
22,3,1988,10.03,24.86,0,4,,,,,,,,,
23,3,1988,12.5,20.78,0.67,3.4,,,,,,,,,
24,3,1988,11.19,16.85,0.67,3.1,,,,,,,,,
25,3,1988,11.99,19.22,0.45,3.7,,,,,,,,,
26,3,1988,12.02,22.65,0.02,4.3,,,,,,,,,
27,3,1988,11.51,25.53,0.01,4.7,,,,,,,,,
28,3,1988,12.31,21.03,0.01,3.8,,,,,,,,,
29,3,1988,9.6,18.08,0.02,3.6,,,,,,,,,
30,3,1988,8.32,21.36,0,3.4,,,,,,,,,
31,3,1988,10.15,24.75,0.03,4.7,,,,,,,,,
1,4,1988,9.04,19.9,0.03,3.9,,,,,,,,,
2,4,1988,8.98,19.89,0.04,3.9,,,,,,,,,
3,4,1988,8.59,22.64,0,3.9,,,,,,,,,
4,4,1988,12.87,18.94,0.42,2.4,,,,,,,,,
5,4,1988,12.12,21.56,0.07,3,,,,,,,,,
6,4,1988,11.07,20.16,0.02,3.1,,,,,,,,,
7,4,1988,10.02,22.7,1.08,3.6,,,,,,,,,
8,4,1988,12.2,21.18,4.91,3.8,,,,,,,,,
9,4,1988,10.69,22.99,0.06,4.1,,,,,,,,,
10,4,1988,13.77,27.21,0.01,5.1,,,,,,,,,
11,4,1988,12.96,26.89,0,5,,,,,,,,,
12,4,1988,12.99,23.75,0,4.8,,,,,,,,,
13,4,1988,12.88,26.84,0,5.6,,,,,,,,,
14,4,1988,13.84,23.38,0.02,4.5,,,,,,,,,
15,4,1988,12.81,21.36,0,3.9,,,,,,,,,
16,4,1988,11.08,21.94,0,3.9,,,,,,,,,
17,4,1988,11.11,22.46,0.01,4.1,,,,,,,,,
18,4,1988,12.95,23.34,0.16,3.9,,,,,,,,,
19,4,1988,13.32,24.07,0,4.2,,,,,,,,,
20,4,1988,13.16,24.26,0.15,5.2,,,,,,,,,
21,4,1988,13.81,21.89,0.46,4.1,,,,,,,,,
22,4,1988,13.01,22.17,0.05,4,,,,,,,,,
23,4,1988,12.58,24.69,0,4,,,,,,,,,
24,4,1988,13.3,24.48,0.96,4.2,,,,,,,,,
25,4,1988,14.38,22.51,1.33,4.1,,,,,,,,,
26,4,1988,12.15,22.96,0.16,4.5,,,,,,,,,
27,4,1988,12.71,24.44,0,4.2,,,,,,,,,
28,4,1988,12.22,20.16,9.66,3,,,,,,,,,
29,4,1988,10.67,19.59,3.3,4.3,,,,,,,,,
30,4,1988,12.8,22.03,0.76,4.6,,,,,,,,,
1,5,1988,12.57,21.85,0.53,4.4,,,,,,,,,
2,5,1988,11.24,24.75,0,4.3,,,,,,,,,
3,5,1988,13.67,25.53,0,5.5,,,,,,,,,
4,5,1988,13.75,28.59,0.1,4.1,,,,,,,,,
5,5,1988,14.56,32.31,0.22,6.6,,,,,,,,,
6,5,1988,16.93,33.59,0,7.7,,,,,,,,,
7,5,1988,18.7,36.86,0,7.8,,,,,,,,,
8,5,1988,17.71,27.07,0.14,6.1,,,,,,,,,
9,5,1988,16.02,25.5,0.02,5.3,,,,,,,,,
10,5,1988,15.91,28.17,0,6,,,,,,,,,
11,5,1988,16,28.42,0,5.1,,,,,,,,,
12,5,1988,16.89,27.33,0.01,4.8,,,,,,,,,
13,5,1988,16.24,26.04,0.17,5.3,,,,,,,,,
14,5,1988,15.76,24.3,0.54,4.1,,,,,,,,,
15,5,1988,14.27,24.48,0.71,5.4,,,,,,,,,
16,5,1988,14.56,25.92,0.11,4.8,,,,,,,,,
17,5,1988,14.59,25.52,0.87,4.9,,,,,,,,,
18,5,1988,16.63,27.45,5.12,5.1,,,,,,,,,
19,5,1988,16.51,28.61,0.32,6.3,,,,,,,,,
20,5,1988,17.71,24.47,13.16,4.9,,,,,,,,,
21,5,1988,17.17,26.93,4.35,4.9,,,,,,,,,
22,5,1988,16.03,25.86,0.65,4.6,,,,,,,,,
23,5,1988,17.16,25.75,2.04,5.2,,,,,,,,,
24,5,1988,16.46,22.13,3.28,4.4,,,,,,,,,
25,5,1988,15.97,23.5,4.47,3.4,,,,,,,,,
26,5,1988,15.03,27.09,0.01,4.8,,,,,,,,,
27,5,1988,16.54,28.38,1.44,5.5,,,,,,,,,
28,5,1988,15.73,26.98,0.42,5.1,,,,,,,,,
29,5,1988,17.8,25.13,7.1,5.9,,,,,,,,,
30,5,1988,16.27,31.67,0.03,6.2,,,,,,,,,
31,5,1988,17.96,30.37,0.01,5.3,,,,,,,,,
1,6,1988,18.01,33.59,0.13,5.6,,,,,,,,,
2,6,1988,18.09,27.35,0.01,5.6,,,,,,,,,
3,6,1988,16.78,26.47,0,5.7,,,,,,,,,
4,6,1988,15.69,29.51,0,5.9,,,,,,,,,
5,6,1988,19.5,26.21,0.54,4.8,,,,,,,,,
6,6,1988,17.09,26.47,0.74,5,,,,,,,,,
7,6,1988,15.16,24.78,0.25,5.5,,,,,,,,,
8,6,1988,17.28,24.4,4.58,4.6,,,,,,,,,
9,6,1988,16.94,21.86,20.2,1.9,,,,,,,,,
10,6,1988,16.21,26.94,0.01,4.4,,,,,,,,,
11,6,1988,16.49,30.7,0.42,6.1,,,,,,,,,
12,6,1988,18.79,31.93,0.15,5.4,,,,,,,,,
13,6,1988,18.52,29.79,0.01,5.7,,,,,,,,,
14,6,1988,18.79,32.62,0.08,6.5,,,,,,,,,
15,6,1988,20.81,28.25,0.43,6.2,,,,,,,,,
16,6,1988,19.3,30.85,0.01,5.5,,,,,,,,,
17,6,1988,20.66,34.78,7.83,8.2,,,,,,,,,
18,6,1988,19.28,30.26,1.27,4.9,,,,,,,,,
19,6,1988,20.22,30.24,0,3.5,,,,,,,,,
20,6,1988,18.58,27.6,0.08,5.4,,,,,,,,,
21,6,1988,17.6,29.59,0,5.4,,,,,,,,,
22,6,1988,18.85,30.91,0,5.6,,,,,,,,,
23,6,1988,19.08,31.23,0,6,,,,,,,,,
24,6,1988,20.09,31.86,0,7,,,,,,,,,
25,6,1988,20.74,33.04,0.06,5.8,,,,,,,,,
26,6,1988,20.95,30.04,0.14,5.8,,,,,,,,,
27,6,1988,19.85,30.14,0.01,6,,,,,,,,,
28,6,1988,18.8,29.78,0.63,5.3,,,,,,,,,
29,6,1988,19.59,29.47,0.38,5.3,,,,,,,,,
30,6,1988,19.8,30.5,0,5.2,,,,,,,,,
1,7,1988,19.77,31.83,0,6.9,,,,,,,,,
2,7,1988,21.32,34.12,0.04,6.1,,,,,,,,,
3,7,1988,20.91,31.54,0,6.7,,,,,,,,,
4,7,1988,21.8,34.71,0,6.9,,,,,,,,,
5,7,1988,21.85,36.52,0,8.5,,,,,,,,,
6,7,1988,24.03,38.07,0,7.6,,,,,,,,,
7,7,1988,22.89,36.78,0.01,5.8,,,,,,,,,
8,7,1988,23.52,36.57,0,6.5,,,,,,,,,
9,7,1988,22.77,36.74,0,6.5,,,,,,,,,
10,7,1988,21.89,35.98,0.05,6.7,,,,,,,,,
11,7,1988,22.77,35.15,0.3,6.4,,,,,,,,,
12,7,1988,22.91,37.08,0,7.1,,,,,,,,,
13,7,1988,22.21,34.84,0,6.6,,,,,,,,,
14,7,1988,23.63,36.84,0,8,,,,,,,,,
15,7,1988,24.78,36.9,0,7.5,,,,,,,,,
16,7,1988,22.24,31.94,0,6.2,,,,,,,,,
17,7,1988,21.07,29.83,0,5.7,,,,,,,,,
18,7,1988,20.18,29.73,0,5.9,,,,,,,,,
19,7,1988,19.08,30.86,0,6.4,,,,,,,,,
20,7,1988,19.59,33.95,0,7,,,,,,,,,
21,7,1988,21.61,35.13,0.41,7,,,,,,,,,
22,7,1988,22.23,29.83,2.43,5,,,,,,,,,
23,7,1988,22.64,30.81,0.59,4.5,,,,,,,,,
24,7,1988,21.55,33.22,0,5.3,,,,,,,,,
25,7,1988,22.5,34.58,0,6.5,,,,,,,,,
26,7,1988,23.31,35.06,0,6.4,,,,,,,,,
27,7,1988,23.5,35.85,0,7.3,,,,,,,,,
28,7,1988,22.74,36.29,0,7.2,,,,,,,,,
29,7,1988,22.65,34.33,0,7.5,,,,,,,,,
30,7,1988,22.82,37.83,0,6.6,,,,,,,,,
31,7,1988,24.42,38.83,0,7.4,,,,,,,,,
1,8,1988,24.33,36.46,0,6.2,,,,,,,,,
2,8,1988,22.65,35.86,0,6.1,,,,,,,,,
3,8,1988,22.74,36.71,0,6.6,,,,,,,,,
4,8,1988,24.08,40.82,0,8.5,,,,,,,,,
5,8,1988,24.01,34.23,0,6.6,,,,,,,,,
6,8,1988,22.83,32.78,0,6.4,,,,,,,,,
7,8,1988,21.24,34.48,0,6,,,,,,,,,
8,8,1988,22.54,33.68,0,6.2,,,,,,,,,
9,8,1988,22.63,34.04,0,5.9,,,,,,,,,
10,8,1988,22.6,32.02,0,5.9,,,,,,,,,
11,8,1988,21.53,33.73,0,5.4,,,,,,,,,
12,8,1988,22.49,35.33,0,7.1,,,,,,,,,
13,8,1988,23.27,36.68,0,7,,,,,,,,,
14,8,1988,24.62,37.47,0,6.2,,,,,,,,,
15,8,1988,24.36,36.6,0,6.9,,,,,,,,,
16,8,1988,24.93,37.43,0.03,6.9,,,,,,,,,
